     NODOS    D.PRESCRITOS    F.PRESCRITAS
       232               8              62
    PUNTOS     COORDENADAS
         1      0.0000000000000     -0.5000000000000
         2      0.1428571428571     -0.5000000000000
         3      0.2857142857143     -0.5000000000000
         4      0.4285714285714     -0.5000000000000
         5      0.5714285714286     -0.5000000000000
         6      0.7142857142857     -0.5000000000000
         7      0.8571428571429     -0.5000000000000
         8      1.0000000000000     -0.5000000000000
         9      1.1428571428571     -0.5000000000000
        10      1.2857142857143     -0.5000000000000
        11      1.4285714285714     -0.5000000000000
        12      1.5714285714286     -0.5000000000000
        13      1.7142857142857     -0.5000000000000
        14      1.8571428571429     -0.5000000000000
        15      2.0000000000000     -0.5000000000000
        16      2.1428571428571     -0.5000000000000
        17      2.2857142857143     -0.5000000000000
        18      2.4285714285714     -0.5000000000000
        19      2.5714285714286     -0.5000000000000
        20      2.7142857142857     -0.5000000000000
        21      2.8571428571429     -0.5000000000000
        22      3.0000000000000     -0.5000000000000
        23      3.1428571428571     -0.5000000000000
        24      3.2857142857143     -0.5000000000000
        25      3.4285714285714     -0.5000000000000
        26      3.5714285714286     -0.5000000000000
        27      3.7142857142857     -0.5000000000000
        28      3.8571428571429     -0.5000000000000
        29      4.0000000000000     -0.5000000000000
        30      0.0000000000000     -0.3571428571429
        31      0.1428571428571     -0.3571428571429
        32      0.2857142857143     -0.3571428571429
        33      0.4285714285714     -0.3571428571429
        34      0.5714285714286     -0.3571428571429
        35      0.7142857142857     -0.3571428571429
        36      0.8571428571429     -0.3571428571429
        37      1.0000000000000     -0.3571428571429
        38      1.1428571428571     -0.3571428571429
        39      1.2857142857143     -0.3571428571429
        40      1.4285714285714     -0.3571428571429
        41      1.5714285714286     -0.3571428571429
        42      1.7142857142857     -0.3571428571429
        43      1.8571428571429     -0.3571428571429
        44      2.0000000000000     -0.3571428571429
        45      2.1428571428571     -0.3571428571429
        46      2.2857142857143     -0.3571428571429
        47      2.4285714285714     -0.3571428571429
        48      2.5714285714286     -0.3571428571429
        49      2.7142857142857     -0.3571428571429
