     NODOS    D.PRESCRITOS    F.PRESCRITAS
        85               5              35
    PUNTOS     COORDENADAS
         1      0.0000000000000     -0.5000000000000
         2      0.2500000000000     -0.5000000000000
         3      0.5000000000000     -0.5000000000000
         4      0.7500000000000     -0.5000000000000
         5      1.0000000000000     -0.5000000000000
         6      1.2500000000000     -0.5000000000000
         7      1.5000000000000     -0.5000000000000
         8      1.7500000000000     -0.5000000000000
         9      2.0000000000000     -0.5000000000000
        10      2.2500000000000     -0.5000000000000
        11      2.5000000000000     -0.5000000000000
        12      2.7500000000000     -0.5000000000000
        13      3.0000000000000     -0.5000000000000
        14      3.2500000000000     -0.5000000000000
        15      3.5000000000000     -0.5000000000000
        16      3.7500000000000     -0.5000000000000
        17      4.0000000000000     -0.5000000000000
        18      0.0000000000000     -0.2500000000000
        19      0.2500000000000     -0.2500000000000
        20      0.5000000000000     -0.2500000000000
        21      0.7500000000000     -0.2500000000000
        22      1.0000000000000     -0.2500000000000
        23      1.2500000000000     -0.2500000000000
        24      1.5000000000000     -0.2500000000000
        25      1.7500000000000     -0.2500000000000
        26      2.0000000000000     -0.2500000000000
        27      2.2500000000000     -0.2500000000000
        28      2.5000000000000     -0.2500000000000
        29      2.7500000000000     -0.2500000000000
        30      3.0000000000000     -0.2500000000000
        31      3.2500000000000     -0.2500000000000
        32      3.5000000000000     -0.2500000000000
        33      3.7500000000000     -0.2500000000000
        34      4.0000000000000     -0.2500000000000
        35      0.0000000000000      0.0000000000000
        36      0.2500000000000      0.0000000000000
        37      0.5000000000000      0.0000000000000
        38      0.7500000000000      0.0000000000000
        39      1.0000000000000      0.0000000000000
        40      1.2500000000000      0.0000000000000
        41      1.5000000000000      0.0000000000000
        42      1.7500000000000      0.0000000000000
        43      2.0000000000000      0.0000000000000
        44      2.2500000000000      0.0000000000000
        45      2.5000000000000      0.0000000000000
        46      2.7500000000000      0.0000000000000
        47      3.0000000000000      0.0000000000000
        48      3.2500000000000      0.0000000000000
        49      3.5000000000000      0.0000000000000
        50      3.7500000000000      0.0000000000000
        51      4.0000000000000      0.0000000000000
        52      0.0000000000000      0.2500000000000
        53      0.2500000000000      0.2500000000000
        54      0.5000000000000      0.2500000000000
        55      0.7500000000000      0.2500000000000
        56      1.0000000000000      0.2500000000000
